Application ID,Contact ID,Application Status,Applicant Type,Organisation Name: Organisation Name,Job Title Clean,Seniority,Truncated Programme Name,Truncated Programme Run,Primary Category,Secondary Category,Programme Start Date,Programme End Date,Run_Month,Run_Month_Label,Gender,Age,Country Of Residence,Domain,Programme Cost
APID-066567,0036F00004Be8k6,Withdrawn,BSC Applicant,TMF GROUP,business development,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Male,30.0,Singapore,Sales,5670.0
APID-066568,0036F00004Be8k7,Attended,BSC Applicant,NO,lean six sigma black belt,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,46.0,Singapore,Engineering,5670.0
APID-066572,0036F00004Be8k8,Withdrawn,BSC Applicant,UNKNOWN,department,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,39.0,Cambodia,Engineering,5670.0
APID-066573,0036F00004Be8k9,Withdrawn,BSC Applicant,THE STANDARD CHARTERED BANK,communications,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Male,45.0,Singapore,Marketing,5670.0
APID-066574,0036F00004Be8kA,Withdrawn,BSC Applicant,DSM,project,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,42.0,Singapore,Finance,5670.0
APID-066579,0036F00004Be8kD,Withdrawn,BSC Applicant,SCHNEIDER ELECTRIC SOUTH EAST,pricing leader,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Male,50.0,Singapore,Engineering,5670.0
APID-066581,0036F00004Be8kE,Attended,BSC Applicant,CREDIT SUISSE,it,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,53.0,Singapore,Finance,5670.0
APID-066587,0036F00004Be8kI,Withdrawn,BSC Applicant,GLOBAL SCP MEDICAL SYSTEMS,logistics,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Male,39.0,Singapore,HR,5670.0
APID-066588,0036F00004Be8kJ,Withdrawn,BSC Applicant,PT MOWILEX INDONESIA,learning,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,44.0,Indonesia,Others,5670.0
APID-066593,0036F00004Be8kK,Withdrawn,BSC Applicant,NINJA LOGISTICS PTE LTD,payment operation,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Female,31.0,Singapore,Logistics/Supply Chain,5670.0
APID-066596,0036F00004Be8kM,Withdrawn,BSC Applicant,UNKNOWN,xing ao energy pte ltd,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2023,Accounting & Finance,Non-AI,2023-04-17,2023-04-21,2023-04-01,Apr-2023,Unknown,33.0,,Others,5670.0
APID-083433,0036F000043BmWQ,Attended,BSC Applicant,DCH AURIGA,business development,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,39.0,Singapore,Sales,5670.0
APID-083440,0036F00004Be8t7,Attended,BSC Applicant,ILLUMINA SINGAPORE PTE LTD,sw engineer,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,47.0,Singapore,Others,5670.0
APID-083437,003IS0000056pHV,Attended,BSC Applicant,SINGAPORE LAND AUTHORITY,legal counsel,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,28.0,Singapore,Others,5670.0
APID-083450,003IS0000056pNZ,Attended,BSC Applicant,SURBANA JURONG CONSULTANTS,engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,28.0,Malaysia,Finance,5670.0
APID-083464,003IS0000056pPw,Withdrawn,BSC Applicant,ARUP SINGAPORE PTE LTD,engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,30.0,Singapore,Finance,5670.0
APID-083431,003IS000008qOaC,Attended,BSC Applicant,SHELL EASTERN PETROLEUM,commercial manger,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,42.0,Singapore,Engineering,5670.0
APID-083453,003IS000008qQ1a,Attended,BSC Applicant,SCHNEIDER ELECTRIC SINGAPORE PTE LTD,sales,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,46.0,Singapore,Sales,5670.0
APID-083438,003IS000008qQ1g,Attended,BSC Applicant,SINGAPORE ARMED FORCES,naval,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,29.0,Singapore,HR,5670.0
APID-083451,003IS000008qQ1l,Attended,BSC Applicant,ARCHROMA SINGAPORE,performance analyst,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,26.0,Singapore,Logistics/Supply Chain,5670.0
APID-083429,003IS000008qQQl,Attended,BSC Applicant,INTELLISEAL CONSTRUCTION PTE LTD,admin,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,55.0,Malaysia,Operations/Admin,5670.0
APID-083432,003IS000008qQQm,Attended,BSC Applicant,PCS SECURITY PTE LTD,project,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,43.0,Singapore,Finance,5670.0
APID-083439,003IS000008qQQo,Attended,BSC Applicant,DBS BANK LTD.,software engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,28.0,Singapore,Finance,5670.0
APID-083444,003IS000008qQQr,Attended,BSC Applicant,SHELL EASTERN PETROLEUM,energy transition,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,46.0,Singapore,Finance,5670.0
APID-083445,003IS000008qQQs,Attended,BSC Applicant,MENCK PTE LTD,sales,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,47.0,Singapore,Sales,5670.0
APID-083447,003IS000008qQQt,Attended,BSC Applicant,ESR SINGAPORE PTE. LTD,analyst,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Female,40.0,Japan,Logistics/Supply Chain,5670.0
APID-083454,003IS000008qQQw,Attended,BSC Applicant,HARLEY-DAVIDSON ASIA PACIFIC PTE LTD,network development,SENIOR/LEAD,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,41.0,Philippines,Finance,5670.0
APID-083455,003IS000008qQQx,Attended,BSC Applicant,UNKNOWN,seller engagement marketing,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,49.0,Singapore,Marketing,5670.0
APID-083461,003IS000008qQR1,Withdrawn,BSC Applicant,BROADCOM INC,technical sales engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2024,Accounting & Finance,Non-AI,2024-04-22,2024-04-26,2024-04-01,Apr-2024,Male,47.0,Singapore,Sales,5670.0
APID-087464,003IS000008qQ4D,Attended,EE Applicant,LCW E-SOLID PTE. LTD.,administration,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Female,21.0,Malaysia,Others,5670.0
APID-087458,003IS000008qRkk,Attended,EE Applicant,MINDEF,munitions,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,45.0,,Finance,5670.0
APID-087445,003IS000008s3Kn,Attended,EE Applicant,STRIDES,engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,,,Finance,5670.0
APID-087465,003IS000008stew,Attended,EE Applicant,UNKNOWN,accounts,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,29.0,,Sales,5670.0
APID-087462,003IS000008tAOb,Attended,EE Applicant,RAYDENT SUPPLIES PTE. LTD.,business strategy,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,35.0,,Education,5670.0
APID-087460,003IS000008tARz,Attended,EE Applicant,1FSS PTE LTD,it innovation,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,45.0,,Finance,5670.0
APID-087447,003IS00000DENJG,Attended,EE Applicant,ST ENGINEERING,business development,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,31.0,,Sales,5670.0
APID-087448,003IS00000DENJH,Attended,EE Applicant,ST ENGINEERING,programme,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,29.0,,Legal,5670.0
APID-087449,003IS00000DENJI,Attended,EE Applicant,H3VEA TECHNOLOGY SERVICES,consultant,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,48.0,,Logistics/Supply Chain,5670.0
APID-087451,003IS00000DENJK,Attended,EE Applicant,FRANKLIN OFFSHORE INTERNATIONAL PTE LTD,technical,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,49.0,,Finance,5670.0
APID-087454,003IS00000DENJM,Attended,EE Applicant,ILLUMINA SINGAPORE,engineering,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,41.0,,Finance,5670.0
APID-087455,003IS00000DENJN,Attended,EE Applicant,EMQ2 TECHNOLOGY SERVICES PTE LTD,service delivery,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,36.0,,Others,5670.0
APID-087457,003IS00000DENJP,Attended,EE Applicant,TI10 SERVICES PRIVATE LIMITED,corp,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,58.0,,Engineering,5670.0
APID-087469,003IS00000DENJT,Attended,EE Applicant,ST ENGINEERING MANAGEMENT SERVICES,operations procurement,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,46.0,,Operations/Admin,5670.0
APID-087470,003IS00000DENJU,Attended,EE Applicant,EMERSON,it service delivery,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,53.0,,Finance,5670.0
APID-087463,003IS00000DENJW,Attended,EE Applicant,PERTAPIS EDUCATION & WELFARE CENTRE,ifvm,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,49.0,,Engineering,5670.0
APID-087466,003IS00000DENJX,Attended,EE Applicant,AMAZON WEB SERVICES,data center operation iv,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Apr-2025,Accounting & Finance,Non-AI,2025-04-21,2025-04-25,2025-04-01,Apr-2025,Unknown,23.0,,Analytics,5670.0
APID-029879,0036F00003af4Gq,Attended,OAP Applicant,UNKNOWN,product,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,30.0,Singapore,Education,5670.0
APID-029880,0036F00003af4Gr,Withdrawn,OAP Applicant,MICRON SEMICONDUCTOR ASIA OPERATIONS PRIVATE LIMITED,manufacturing engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,30.0,Singapore,Finance,5670.0
APID-029884,0036F00003af4Gv,Attended,OAP Applicant,UNKNOWN,training part b bar exam,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,30.0,Singapore,Engineering,5670.0
APID-029885,0036F00003af4Gw,Attended,OAP Applicant,UNKNOWN,practice trainee,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,30.0,Singapore,Engineering,5670.0
APID-029892,0036F00003af4H3,Attended,OAP Applicant,UNKNOWN,financial consultant,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,31.0,Singapore,Logistics/Supply Chain,5670.0
APID-029893,0036F00003af4H4,Attended,OAP Applicant,NATIONAL UNIVERSITY OF SINGAPORE,research apprentice,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Female,27.0,Singapore,Others,5670.0
APID-031673,0036F00003dzP07,Attended,,MICRON SEMICONDUCTOR ASIA OPERATIONS PRIVATE LIMITED,manufacturing engineer,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Aug-2020,Accounting & Finance,Non-AI,2020-08-17,2020-08-21,2020-08-01,Aug-2020,Male,30.0,Singapore,Finance,5670.0
APID-029510,0036F00002IdLFT,Withdrawn,,AGILENT TECHNOLOGIES SALES (S) PTE LTD,sales,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,61.0,Singapore,Sales,5670.0
APID-030514,0036F00003dw65X,Withdrawn,EE Applicant,SHING LEE PUBLISHERS PTE LTD,editor,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,44.0,Singapore,Finance,5670.0
APID-031176,0036F00003fTCWY,Attended,EE Applicant,AEM HOLDINGS LTD,slt i,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,56.0,Singapore,Engineering,5670.0
APID-031174,0036F00003fTCaA,Attended,EE Applicant,AEM SINGAPORE PTE LTD,tms,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,54.0,Singapore,Engineering,5670.0
APID-031177,0036F00003fTCae,Attended,EE Applicant,CONNECT CENTRE PTE LTD,sales specialist,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,56.0,Singapore,Sales,5670.0
APID-031182,0036F00003fTuws,Attended,,INFINEUM SINGAPORE LLP,marketing support analyst,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,42.0,Singapore,Others,5670.0
APID-031190,0036F00003fUHde,Withdrawn,,INFINEUM SINGAPORE LLP,technology,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,39.0,Singapore,Finance,5670.0
APID-031193,0036F00003fyml9,Attended,,CHARISBRENT,jr business,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,31.0,Singapore,Engineering,5670.0
APID-031194,0036F00003fyn2n,Attended,,CHARISBRENT PTE LTD,business assistent,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,64.0,Singapore,Others,5670.0
APID-031195,0036F00003fyn2s,Attended,EE Applicant,CHARISBRENT PTE LTD,company,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,68.0,Singapore,Engineering,5670.0
APID-031196,0036F00003fyn32,Attended,EE Applicant,ADVANCED DENTAL CLINIC SERANGOON,dentist,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,35.0,Singapore,Others,5670.0
APID-031232,0036F00003gjbQb,Withdrawn,,FACULTY OF POLITICS &ECONOMICS,student,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,29.0,Egypt,Strategy/Product,5670.0
APID-031235,0036F00003gkssv,Attended,,HEWLETT-PACKARD (SINGAPORE),digital marketing operations greater,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,50.0,Singapore,Marketing,5670.0
APID-031318,0036F00003hI1me,Attended,,MAERSK SINGAPORE,oceania market,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,44.0,Singapore,Logistics/Supply Chain,5670.0
APID-031319,0036F00003hI2uo,Attended,,UNISANTIS ELECTRONICS SINGAPORE PL,administrator,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,45.0,Singapore,Others,5670.0
APID-031321,0036F00003hIbV4,Attended,,THERMO FISHER SCIENTIFIC PTE LTD,account,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,29.0,Singapore,Sales,5670.0
APID-031627,0036F00003hJMya,Attended,OAP Applicant,NATIONAL UNIVERSITY OF SINGAPORE,administrative trainee,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,27.0,Singapore,Others,5670.0
APID-031489,0036F00003i0Shl,Attended,,ELEMENT MATERIALS TECHNOLOGY,technical,MANAGER,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Male,51.0,Singapore,Finance,5670.0
APID-031508,0036F00003i1q2E,Pending,,TAN CHIN TUAN FOUNDATION,programme excutive,INDIVIDUAL CONTRIBUTOR,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,35.0,Singapore,Legal,5670.0
APID-031633,0036F00003is9Bk,Attended,,UNKNOWN,corporate development marketing,DIRECTOR/VP,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2021,Accounting & Finance,Non-AI,2021-02-22,2021-02-26,2021-02-01,Feb-2021,Female,45.0,Singapore,Others,5670.0
APID-066348,0036F00003cH5Oy,Attended,EE Applicant,UNKNOWN,account translator,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2022,Accounting & Finance,Non-AI,2022-02-21,2022-02-25,2022-02-01,Feb-2022,Female,48.0,Singapore,Sales,5670.0
APID-066332,0036F00003mE8pn,Attended,EE Applicant,NETLINK TRUST OPERATIONS COMPA,operations implementation maintenance,C-LEVEL,"-cZ@q+ln]/eJk?|&?,,F@7!M++O\yH2j&@8oSd-Z}\cjwHU",Feb-2022,Accounting & Finance,Non-AI,2022-02-21,2022-02-25,2022-02-01,Feb-2022,Male,48.0,Singapore,Others,5670.0
